1344,513,4018,4018
6890,513,3403,3403
8079,513,2309,2309
8514,513,2340,2340
4583,513,6996,6996
409,513,6513,6513
6656,513,648,648
9763,513,4018,4018
7731,513,6656,6656
3277,513,4018,4018
9949,513,3493,3493
9917,513,3277,3277
8280,513,3682,3682
2340,513,9377,9377
7724,513,8894,8894
7260,513,3403,3403
8364,4061,3682,3682
3682,5322,6787,6787
3682,5322,5296,5296
3682,5322,665,665
8364,5322,3682,3682
8679,5322,3682,3682
2255,1961,2304,2304
2339,1961,2185,2185
3682,8658,9972,9972
4539,5442,6760,6760
9906,5442,3894,3894
6892,5442,534,534
8296,5442,4402,4402
9948,5442,4652,4652
6702,5442,6640,6640
3682,5442,6787,6787
6640,5442,5474,5474
6656,5442,2261,2261
6892,4557,534,534
4001,4557,468,468
3682,4557,6787,6787
1450,4703,9264,9264
8308,4703,3487,3487
7007,4703,4652,4652
3402,4703,9876,9876
6963,4703,825,825
9948,4703,4652,4652
5819,4703,5739,5739
5819,4703,2811,2811
5733,4703,2493,2493
2977,4703,5773,5773
573,41,534,534
753,739,1693,1693
1359,739,1424,1424
1450,739,1494,1494
1424,739,1210,1210
6138,739,1720,1720
3402,7051,9876,9876
3402,7051,9827,9827
3402,7051,9189,9189
3402,7051,8886,8886
3402,7051,6970,6970
3402,7051,3213,3213
7496,7051,7731,7731
753,7051,1693,1693
5202,7051,1424,1424
5689,7051,8,8
7725,7051,2323,2323
3213,7051,2339,2339
3213,7051,7034,7034
6237,7051,3682,3682
5513,7051,8528,8528
6563,7051,2339,2339
3682,7051,9972,9972
3682,7051,9341,9341
3682,7051,9298,9298
3682,7051,8932,8932
3682,7051,8398,8398
3682,7051,7013,7013
3682,7051,6787,6787
3682,7051,6287,6287
3682,7051,5296,5296
3682,7051,4721,4721
6364,7051,2340,2340
6364,7051,3682,3682
8453,7051,9080,9080
8453,7051,3965,3965
7791,7051,2339,2339
6000,7051,6286,6286
6875,7051,3277,3277
3894,7051,3439,3439
1450,7051,9264,9264
1450,7051,5580,5580
1450,7051,3233,3233
6869,7051,3417,3417
4703,7051,7038,7038
3649,7051,1424,1424
812,7051,3277,3277
918,7051,7034,7034
6488,7051,7537,7537
6488,7051,1426,1426
8095,7051,3682,3682
932,7051,409,409
1424,7051,9259,9259
1424,7051,7011,7011
1424,7051,1210,1210
7015,7051,9330,9330
6286,7051,9534,9534
6286,7051,8502,8502
6286,7051,6482,6482
5981,7051,9741,9741
6069,7051,8528,8528
3441,7051,6325,6325
3441,7051,5238,5238
9076,7051,1450,1450
9063,7051,8528,8528
9790,7051,2311,2311
8335,7051,6963,6963
409,7051,9683,9683
409,7051,7667,7667
409,7051,6993,6993
409,7051,6513,6513
409,7051,4317,4317
8505,7051,1450,1450
3487,7051,8521,8521
3487,7051,6350,6350
3487,7051,5101,5101
6913,7051,1424,1424
8856,7051,3493,3493
4302,7051,3682,3682
9667,7051,3364,3364
6963,7051,9517,9517
6963,7051,6972,6972
6963,7051,6663,6663
6963,7051,2032,2032
6963,7051,825,825
6963,7051,4703,4703
8514,7051,2340,2340
8079,7051,2309,2309
8331,7051,1450,1450
7788,7051,3887,3887
9378,7051,2340,2340
3364,7051,9610,9610
3364,7051,9360,9360
3364,7051,4976,4976
3364,7051,2032,2032
9085,7051,8528,8528
8574,7051,6963,6963
9290,7051,3682,3682
6656,7051,9800,9800
6656,7051,8891,8891
6656,7051,8690,8690
6656,7051,7038,7038
6656,7051,648,648
9797,7051,3887,3887
4672,7051,8446,8446
4672,7051,7587,7587
4672,7051,4258,4258
910,7051,4018,4018
8568,7051,3441,3441
4018,7051,8975,8975
4018,7051,5735,5735
4018,7051,4594,4594
9295,7051,3887,3887
4759,7051,4018,4018
9856,7051,3277,3277
4681,7051,8306,8306
4681,7051,6776,6776
6146,7051,3277,3277
8679,7051,3682,3682
925,7051,2323,2323
9230,7051,3493,3493
9365,7051,3487,3487
9365,7051,6656,6656
9557,7051,3887,3887
9949,7051,3493,3493
9590,7051,8079,8079
9682,7051,3277,3277
8922,7051,3277,3277
9248,7051,9330,9330
5837,7051,9330,9330
3432,7051,3277,3277
9449,7051,8098,8098
9649,7051,3682,3682
8206,7051,1424,1424
6559,7051,1424,1424
2170,7051,4672,4672
1693,7051,6181,6181
1693,7051,2130,2130
6962,7051,3364,3364
3095,7051,2340,2340
2312,7051,3441,3441
8422,7051,1450,1450
2242,7051,7034,7034
7669,7051,3364,3364
1243,7051,8528,8528
8444,7051,1450,1450
8702,7051,1450,1450
9659,7051,9330,9330
9170,7051,2339,2339
6463,7051,3894,3894
9979,7051,8430,8430
5112,7051,6656,6656
6717,7051,8453,8453
8402,7051,8453,8453
9789,7051,2323,2323
8360,7051,3277,3277
7409,7051,3682,3682
7034,7051,9753,9753
7034,7051,8781,8781
7034,7051,2283,2283
8151,7051,3487,3487
2341,7051,3417,3417
7742,7051,9330,9330
3417,7051,9260,9260
3417,7051,9259,9259
3417,7051,9065,9065
3417,7051,6346,6346
3417,7051,5047,5047
3417,7051,2581,2581
9379,7051,6286,6286
4903,7051,1450,1450
8308,7051,3487,3487
7013,7051,1450,1450
8262,7051,3403,3403
478,7051,3403,3403
7731,7051,6656,6656
2313,7051,1720,1720
9829,7051,7637,7637
7010,7051,3403,3403
9586,7051,5981,5981
9285,7051,6286,6286
9917,7051,3277,3277
7956,7051,4672,4672
4309,7051,4672,4672
6011,7051,9596,9596
6325,7051,3403,3403
2297,7051,5468,5468
2297,7051,1210,1210
2310,7051,4672,4672
6887,7051,3887,3887
9381,7051,1424,1424
3887,7051,9063,9063
3887,7051,7704,7704
3887,7051,3899,3899
7724,7051,8894,8894
1469,7051,6963,6963
4260,7051,4681,4681
573,7051,534,534
7260,7051,3403,3403
9746,7051,1424,1424
6893,7051,3493,3493
8528,7051,9682,9682
8528,7051,9646,9646
8528,7051,6590,6590
8528,7051,6509,6509
8528,7051,1032,1032
1344,7051,4018,4018
3493,7051,7408,7408
3493,7051,6841,6841
3493,7051,2148,2148
2316,7051,1720,1720
6208,7051,3887,3887
8115,7051,6963,6963
9906,7051,3894,3894
9763,7051,4018,4018
5997,7051,1424,1424
2323,7051,1629,1629
3277,7051,9350,9350
3277,7051,9076,9076
3277,7051,4018,4018
2340,7051,9675,9675
2340,7051,9377,9377
2340,7051,1396,1396
2340,7051,68,68
6890,7051,3403,3403
5092,7051,3887,3887
6463,5276,3894,3894
3713,5276,2136,2136
3493,5276,1421,1421
3682,5276,9972,9972
3894,5276,3439,3439
5372,5276,7659,7659
6148,5276,3867,3867
2136,5276,6829,6829
2136,5276,5047,5047
8679,5276,3682,3682
8505,5276,1450,1450
6800,5276,3682,3682
9076,5276,1450,1450
9164,5276,6603,6603
3333,2704,3364,3364
3226,2704,3364,3364
3119,2704,3513,3513
3119,2704,2967,2967
3119,2704,3277,3277
3364,2704,3060,3060
3429,2704,3402,3402
3432,2704,3277,3277
3440,2704,3119,3119
3474,2704,3185,3185
3262,2704,3364,3364
3513,2704,3364,3364
3255,2704,3402,3402
3404,2704,2980,2980
3493,2704,3224,3224
3493,2704,2924,2924
2311,2704,3459,3459
3624,2704,3402,3402
3682,4539,6787,6787
7744,9936,9966,9966
8296,4689,4402,4402
6640,4689,5227,5227
8679,4689,3682,3682
9449,4689,6096,6096
4708,4689,9948,9948
4606,4689,4402,4402
5372,4689,5325,5325
6302,4689,3682,3682
3830,3682,8268,8268
3887,3682,9063,9063
3887,3682,7704,7704
3887,3682,3899,3899
3887,3682,3756,3756
4689,3682,7823,7823
4061,3682,4744,4744
4018,3682,9952,9952
4018,3682,8975,8975
4018,3682,7237,7237
4018,3682,6105,6105
4018,3682,5735,5735
4018,3682,4594,4594
4018,3682,4300,4300
4018,3682,2667,2667
4141,3682,4681,4681
4098,3682,4583,4583
9764,3682,7744,7744
4247,3682,6963,6963
9843,3682,6688,6688
4369,3682,7262,7262
4369,3682,5310,5310
4350,3682,3869,3869
4361,3682,4681,4681
4440,3682,3793,3793
4453,3682,4491,4491
4708,3682,9948,9948
4708,3682,6652,6652
4759,3682,4018,4018
5329,3682,2311,2311
5386,3682,8453,8453
5394,3682,4018,4018
5393,3682,5322,5322
5424,3682,9449,9449
5372,3682,8946,8946
5372,3682,7659,7659
5372,3682,5325,5325
7936,3682,7744,7744
7936,3682,9164,9164
918,3682,7034,7034
5689,3682,8,8
5513,3682,8528,8528
5819,3682,5898,5898
5819,3682,5739,5739
7496,3682,7731,7731
5911,3682,5459,5459
5923,3682,4018,4018
5997,3682,1424,1424
5092,3682,3887,3887
6000,3682,6286,6286
6011,3682,9596,9596
7007,3682,4652,4652
6055,3682,2340,2340
6078,3682,5442,5442
6069,3682,8528,8528
6128,3682,7333,7333
6148,3682,3867,3867
6174,3682,1424,1424
6205,3682,7744,7744
7884,3682,9672,9672
6291,3682,6811,6811
6364,3682,2340,2340
6435,3682,4790,4790
6488,3682,7537,7537
6488,3682,7510,7510
6541,3682,4402,4402
6559,3682,1424,1424
6106,3682,7333,7333
5457,3682,6444,6444
6702,3682,6640,6640
6212,3682,6640,6640
6717,3682,8453,8453
6463,3682,3894,3894
5276,3682,6184,6184
6640,3682,9827,9827
6640,3682,7985,7985
6640,3682,7414,7414
6640,3682,5474,5474
6640,3682,5282,5282
6640,3682,5227,5227
7985,3682,7744,7744
6799,3682,8613,8613
4681,3682,8306,8306
4681,3682,6776,6776
6827,3682,6640,6640
6811,3682,7290,7290
6811,3682,6555,6555
6811,3682,6377,6377
6811,3682,4157,4157
6888,3682,6952,6952
6872,3682,7051,7051
6887,3682,3887,3887
6913,3682,1424,1424
6905,3682,7051,7051
6900,3682,2340,2340
6941,3682,6952,6952
6952,3682,9886,9886
6952,3682,9636,9636
6952,3682,9099,9099
6952,3682,5838,5838
6952,3682,5381,5381
6952,3682,5227,5227
6963,3682,9517,9517
6963,3682,6972,6972
6963,3682,6663,6663
6963,3682,5845,5845
6963,3682,4703,4703
573,3682,534,534
7015,3682,9330,9330
6656,3682,9804,9804
6656,3682,9800,9800
6656,3682,9203,9203
6656,3682,8891,8891
6656,3682,8690,8690
6656,3682,7038,7038
6656,3682,6197,6197
6656,3682,648,648
7034,3682,9753,9753
7034,3682,8781,8781
7034,3682,6775,6775
1424,3682,9259,9259
1424,3682,8794,8794
1424,3682,7011,7011
1424,3682,6253,6253
1424,3682,5356,5356
7051,3682,9986,9986
7051,3682,9476,9476
7051,3682,8939,8939
7051,3682,7073,7073
7608,3682,6952,6952
7731,3682,6656,6656
7742,3682,9330,9330
8206,3682,1424,1424
8064,3682,4395,4395
8296,3682,4402,4402
8338,3682,7051,7051
8335,3682,6963,6963
8402,3682,8453,8453
7669,3682,5322,5322
8453,3682,9080,9080
8453,3682,3965,3965
468,3682,6540,6540
468,3682,3866,3866
8514,3682,2340,2340
7788,3682,3887,3887
8574,3682,6963,6963
8261,3682,4689,4689
7956,3682,4672,4672
8613,3682,7188,7188
4583,3682,6996,6996
4343,3682,7051,7051
8835,3682,7744,7744
9012,3682,7744,7744
9085,3682,8528,8528
9063,3682,8528,8528
9072,3682,513,513
9164,3682,6603,6603
9164,3682,5167,5167
9164,3682,5153,5153
6892,3682,534,534
6892,3682,7744,7744
9285,3682,6286,6286
9295,3682,3887,3887
1344,3682,4018,4018
9365,3682,6656,6656
9367,3682,6491,6491
9381,3682,1424,1424
9379,3682,6286,6286
9378,3682,2340,2340
9248,3682,9330,9330
7667,3682,7912,7912
9528,3682,8768,8768
9449,3682,8098,8098
9449,3682,6096,6096
9449,3682,5026,5026
5837,3682,9330,9330
9557,3682,3887,3887
9590,3682,8079,8079
9586,3682,5981,5981
9659,3682,9330,9330
9746,3682,1424,1424
9746,3682,513,513
9790,3682,2311,2311
9797,3682,3887,3887
6688,3682,9577,9577
9801,3682,7912,7912
9763,3682,4018,4018
9829,3682,7637,7637
9856,3682,7051,7051
9906,3682,3894,3894
9948,3682,4652,4652
9902,3682,4708,4708
9996,3682,5322,5322
1572,3682,4708,4708
7744,3682,9966,9966
7744,3682,9787,9787
7744,3682,9404,9404
7744,3682,7930,7930
5786,3682,1424,1424
2340,3682,9675,9675
2340,3682,9377,9377
2340,3682,6012,6012
2340,3682,5845,5845
556,3682,7369,7369
8528,3682,9682,9682
8528,3682,9646,9646
8528,3682,8238,8238
8528,3682,6590,6590
8528,3682,6509,6509
8528,3682,5944,5944
7224,3682,4681,4681
3682,4491,9972,9972
3682,4652,665,665
4361,4652,4681,4681
6078,4652,5442,5442
6475,4652,468,468
5002,4652,4834,4834
6640,4652,5282,5282
4708,4652,9948,9948
6302,4652,3682,3682
4994,4652,3682,3682
6212,4652,6640,6640
6656,4652,8690,8690
4350,4395,3869,3869
4350,4790,3869,3869
9164,4790,6603,6603
9164,4790,5153,5153
3682,4790,6787,6787
3682,4790,4721,4721
6952,4790,232,232
9948,4790,4652,4652
8046,4708,3682,3682
3682,4708,9972,9972
3682,4708,6787,6787
7529,4708,4133,4133
6640,4708,5474,5474
9996,4708,5322,5322
4402,4708,6935,6935
6702,4708,6640,6640
9934,4708,5322,5322
4133,4708,5887,5887
6302,4708,3682,3682
7007,4708,4652,4652
9948,4708,4652,4652
4141,4708,4681,4681
4001,9449,468,468
6302,9449,3682,3682
6475,9449,468,468
5329,9449,2311,2311
8364,9449,3682,3682
4133,9449,7042,7042
5745,9449,468,468
7985,9449,7744,7744
7834,9449,6360,6360
4681,9449,6776,6776
9829,9449,7637,7637
8184,9449,3682,3682
6952,9449,9099,9099
6952,9449,5381,5381
6952,9449,5227,5227
6952,9449,232,232
7591,9449,534,534
6640,9449,7985,7985
6640,9449,5474,5474
6640,9449,5227,5227
9789,9449,2323,2323
7496,9449,7731,7731
573,9449,534,534
6811,9449,7290,7290
6811,9449,6555,6555
6811,9449,4157,4157
6892,9449,534,534
6892,9449,7744,7744
7034,9449,6775,6775
7034,9449,2283,2283
4260,9449,4681,4681
3682,9449,9972,9972
3682,9449,9341,9341
3682,9449,6787,6787
3682,9449,6287,6287
3682,9449,4721,4721
9843,9449,6688,6688
8613,9449,3682,3682
6078,9449,5442,5442
9948,9449,4652,4652
7744,9449,7930,7930
7725,9449,2323,2323
3682,3869,6787,6787
409,8768,4317,4317
6364,8768,2340,2340
6364,8768,3682,3682
3213,8768,2339,2339
3213,8768,7034,7034
4309,8768,4672,4672
6656,8768,9800,9800
6656,8768,7038,7038
6656,8768,2261,2261
6656,8768,648,648
4672,8768,7941,7941
4672,8768,4258,4258
3887,8768,3899,3899
3649,8768,1424,1424
9917,8768,3277,3277
2136,8768,5047,5047
2136,8768,3411,3411
3364,8768,9610,9610
3364,8768,2032,2032
7788,8768,3887,3887
2341,8768,3417,3417
6962,8768,3364,3364
8528,8768,626,626
1450,8768,3233,3233
3417,8768,9260,9260
3417,8768,5047,5047
3417,8768,2581,2581
9381,8768,1424,1424
3277,8768,4018,4018
2340,8768,68,68
3493,8768,2148,2148
3493,8768,1421,1421
7034,8768,2823,2823
409,5773,6513,6513
409,5773,5828,5828
3682,5773,5796,5796
5819,5773,5739,5739
5733,5773,2493,2493
4133,2493,7042,7042
2977,2493,5773,5773
3682,7172,9972,9972
3682,7172,6787,6787
6364,6148,3682,3682
6559,468,1424,1424
4557,468,3947,3947
7529,468,4133,4133
3487,468,5101,5101
8184,468,3682,3682
6640,468,7985,7985
6640,468,5474,5474
6811,468,6555,6555
6811,468,4157,4157
1072,468,3487,3487
6302,468,3682,3682
5112,468,6656,6656
3493,468,2148,2148
9746,468,1424,1424
7788,468,3887,3887
5386,468,8453,8453
8613,468,3682,3682
9948,468,4652,4652
7007,468,4652,4652
4672,468,7587,7587
4672,468,4258,4258
7956,468,4672,4672
5092,468,3887,3887
6656,468,9203,9203
6656,468,8690,8690
9381,468,1424,1424
3887,468,3756,3756
4133,7333,7042,7042
4133,7333,5887,5887
6892,7333,534,534
5329,7333,2311,2311
6952,7333,5838,5838
3682,7333,9972,9972
3682,7333,4721,4721
8613,7333,7188,7188
6475,7333,468,468
9164,7333,6603,6603
9164,7333,5167,5167
9164,7333,5153,5153
6656,7333,8891,8891
6656,7333,8690,8690
6656,7333,648,648
7744,7333,9966,9966
5819,4697,5739,5739
6302,5592,3682,3682
1344,6488,4018,4018
3682,6488,6787,6787
3682,6488,6287,6287
3649,6488,1424,1424
6559,6488,1424,1424
6963,6488,4703,4703
7051,6488,8939,8939
8364,6488,3682,3682
4309,6488,4672,4672
5819,6488,5739,5739
5521,6488,3402,3402
2310,6488,4672,4672
1469,6488,6963,6963
2170,6488,4672,4672
3364,6011,9610,9610
3402,6011,9876,9876
1576,6011,3887,3887
6559,6011,1424,1424
3887,6011,9063,9063
3887,6011,3899,3899
7496,6011,7731,7731
8679,6011,3682,3682
3682,9270,9341,9341
3682,9270,5296,5296
7496,9270,7731,7731
6656,4653,648,648
8151,5819,3487,3487
5092,5819,3887,3887
3682,5819,9972,9972
3682,5819,6787,6787
5733,5819,2493,2493
6913,5819,1424,1424
9746,5819,1424,1424
932,5819,409,409
1469,5819,6963,6963
3887,5819,3899,3899
8331,5819,1450,1450
7788,5819,3887,3887
1450,5819,6997,6997
1576,5819,3887,3887
2977,5819,5773,5773
6963,5819,825,825
6963,5819,4703,4703
2310,5819,4672,4672
5521,5819,3402,3402
4672,5819,7941,7941
4703,5819,7038,7038
3402,5819,9876,9876
8364,5819,3682,3682
3402,5097,9876,9876
6302,9164,3682,3682
5886,9164,7594,7594
1693,9164,6181,6181
7633,9164,7594,7594
6106,9164,7333,7333
3493,9164,3804,3804
3682,9164,4721,4721
7333,9164,4500,4500
6656,9164,8891,8891
7409,9164,3682,3682
6892,4952,534,534
4708,4952,9948,9948
9948,4952,4652,4652
932,4668,409,409
4539,4668,6760,6760
4491,7552,7115,7115
7333,7552,4500,4500
8613,7552,7188,7188
7625,7552,7333,7333
4302,9087,3682,3682
6688,9087,9577,9577
8064,4133,4395,4395
7529,4133,3842,3842
6302,4369,3682,3682
7496,7884,7731,7731
8679,7884,3682,3682
7731,6231,6656,6656
7725,6231,2323,2323
3682,6231,6787,6787
3682,6231,6287,6287
3682,6231,4721,4721
8308,6231,3487,3487
925,6231,2323,2323
6475,7637,468,468
4141,7637,4681,4681
4708,7637,9948,9948
4708,7637,6652,6652
6827,7637,6640,6640
9902,7637,4708,4708
9948,7637,4652,4652
3682,7637,6287,6287
1572,7637,4708,4708
6078,7637,5442,5442
9367,5068,6491,6491
6963,5068,5845,5845
6892,7496,534,534
556,7496,7369,7369
9906,7496,3894,3894
9948,7496,4652,4652
8679,7496,3682,3682
3682,4580,8398,8398
6827,4580,6640,6640
4395,7834,8310,8310
9164,7834,6603,6603
9270,5002,7665,7665
6640,5002,5227,5227
409,5002,4317,4317
3682,5002,6787,6787
7007,5002,4652,4652
9948,5002,4652,4652
409,4583,4317,4317
534,4583,7796,7796
43,4583,534,534
6364,4583,2340,2340
6364,4583,3682,3682
2464,4583,3894,3894
3095,4583,2340,2340
7260,4583,3403,3403
6055,4583,2340,2340
6893,4583,3493,3493
7409,4583,3682,3682
1450,4583,6997,6997
1450,4583,3233,3233
3682,4583,8932,8932
3682,4583,6787,6787
6325,4583,3403,3403
6146,4583,3277,3277
9409,4583,2323,2323
3487,4583,5101,5101
7725,4583,2323,2323
9746,4583,513,513
6717,4583,8453,8453
6463,4583,3894,3894
